epoch,auc_2,binary_accuracy,f1,f1_macro,f1_micro,f1_weighted,learning_rate,loss,precision_2,recall_2,val_auc_2,val_binary_accuracy,val_f1,val_f1_macro,val_f1_micro,val_f1_weighted,val_loss,val_precision_2,val_recall_2
81,0.9984080791473389,0.98525071144104,0.9842978119850159,0.9842978119850159,0.9842978119850159,0.9842978119850159,5.4036008805269375e-05,0.05849538743495941,0.9829748868942261,0.9856244325637817,0.9997599124908447,0.9862475395202637,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.04740027338266373,0.9715447425842285,1.0
82,0.9989004731178284,0.984407901763916,0.9834599494934082,0.9834599494934082,0.9834599494934082,0.9834599494934082,5.4036008805269375e-05,0.05589597299695015,0.9786477088928223,0.9883198738098145,0.9997597932815552,0.9921414256095886,0.9917011857032776,0.9917011857032776,0.9917011857032776,0.9917011857032776,0.040853723883628845,0.9835391044616699,1.0
83,0.9985275864601135,0.984829306602478,0.9838274121284485,0.9838274121284485,0.9838274121284485,0.9838274121284485,5.4036008805269375e-05,0.056445520371198654,0.9838274717330933,0.9838274717330933,0.9997829794883728,0.990176796913147,0.9896480441093445,0.9896480441093445,0.9896480441093445,0.9896480441093445,0.036698147654533386,0.9795082211494446,1.0
84,0.9990262985229492,0.983565092086792,0.9825190305709839,0.9825190305709839,0.9825190305709839,0.9825190305709839,5.4036008805269375e-05,0.051409367471933365,0.980322003364563,0.9847259521484375,0.9997985363006592,0.9882121682167053,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.042271699756383896,0.9755101799964905,1.0
85,0.9979856014251709,0.98314368724823,0.9820143580436707,0.9820143580436707,0.9820143580436707,0.9820143580436707,5.4036008805269375e-05,0.060694240033626556,0.9828982949256897,0.9811320900917053,0.999736487865448,0.9823182821273804,0.9815194606781006,0.9815194606781006,0.9815194606781006,0.9815194606781006,0.04508401080965996,0.9637096524238586,1.0
86,0.9987385869026184,0.983565092086792,0.9824085831642151,0.9824085831642151,0.9824085831642151,0.9824085831642151,5.4036008805269375e-05,0.056159090250730515,0.9864130616188049,0.9784366488456726,0.9998063445091248,0.984282910823822,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.046416714787483215,0.9676113128662109,1.0
87,0.9992060661315918,0.9865149855613708,0.9856372475624084,0.9856372475624084,0.9856372475624084,0.9856372475624084,5.133420927450061e-05,0.04663920775055885,0.9847533702850342,0.986522912979126,0.9997831583023071,0.990176796913147,0.9896480441093445,0.9896480441093445,0.9896480441093445,0.9896480441093445,0.04004516825079918,0.9795082211494446,1.0
88,0.998299777507782,0.9806152582168579,0.9794090390205383,0.9794090390205383,0.9794090390205383,0.9794090390205383,5.133420927450061e-05,0.05733826756477356,0.9759143590927124,0.982928991317749,0.9998141527175903,0.990176796913147,0.9896480441093445,0.9896480441093445,0.9896480441093445,0.9896480441093445,0.039143484085798264,0.9795082211494446,1.0
89,0.9986883401870728,0.9898862242698669,0.9892085790634155,0.9892085790634155,0.9892085790634155,0.9892085790634155,5.133420927450061e-05,0.05328311398625374,0.9900990128517151,0.9883198738098145,0.999728798866272,0.9862475395202637,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.04127807542681694,0.9715447425842285,1.0
90,0.9980928897857666,0.9860935807228088,0.9851951003074646,0.9851951003074646,0.9851951003074646,0.9851951003074646,4.876749881077558e-05,0.0525263287127018,0.9838709831237793,0.986522912979126,0.9994730949401855,0.974459707736969,0.9735233783721924,0.9735233783721924,0.9735233783721924,0.9735233783721924,0.07213640213012695,0.9484127163887024,1.0
91,0.9985513687133789,0.984829306602478,0.9838854074478149,0.9838854074478149,0.9838854074478149,0.9838854074478149,4.876749881077558e-05,0.05482253432273865,0.9803746938705444,0.9874213933944702,0.9996745586395264,0.9783890247344971,0.9775050282478333,0.9775050282478333,0.9775050282478333,0.9775050282478333,0.06016254052519798,0.9559999704360962,1.0
92,0.9992541670799255,0.984407901763916,0.9834451079368591,0.9834451079368591,0.9834451079368591,0.9834451079368591,4.876749881077558e-05,0.04972725734114647,0.9795008897781372,0.9874213933944702,0.9997597336769104,0.9803536534309387,0.979508101940155,0.979508101940155,0.979508101940155,0.979508101940155,0.049589358270168304,0.9598393440246582,1.0
93,0.999261736869812,0.9873577952384949,0.9865590929985046,0.9865590929985046,0.9865590929985046,0.9865590929985046,4.632912532542832e-05,0.04825056344270706,0.9839141964912415,0.9892183542251587,0.9997443556785583,0.9803536534309387,0.979508101940155,0.979508101940155,0.979508101940155,0.979508101940155,0.051597967743873596,0.9598393440246582,1.0
94,0.9992541074752808,0.9886220097541809,0.9878541827201843,0.9878541827201843,0.9878541827201843,0.9878541827201843,4.632912532542832e-05,0.049828264862298965,0.9891892075538635,0.986522912979126,0.9998295903205872,0.984282910823822,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.9835390448570251,0.03897355496883392,0.9676113128662109,1.0
95,0.9993389844894409,0.9873577952384949,0.9865710139274597,0.9865710139274597,0.9865710139274597,0.9865710139274597,4.632912532542832e-05,0.04580488055944443,0.9830508232116699,0.9901167750358582,0.99985271692276,0.9882121682167053,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.04029048606753349,0.9755101799964905,1.0
96,0.9990441203117371,0.983565092086792,0.982534646987915,0.982534646987915,0.982534646987915,0.982534646987915,4.401266778586432e-05,0.05169038474559784,0.9794642925262451,0.9856244325637817,0.99980628490448,0.9882121682167053,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.037174709141254425,0.9755101799964905,1.0
97,0.9991579055786133,0.9860935807228088,0.9851551055908203,0.9851551055908203,0.9851551055908203,0.9851551055908203,4.401266778586432e-05,0.04988289251923561,0.9864864945411682,0.9838274717330933,0.9997830986976624,0.9882121682167053,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.9876032471656799,0.037192441523075104,0.9755101799964905,1.0
98,0.9988704919815063,0.984407901763916,0.9833856821060181,0.9833856821060181,0.9833856821060181,0.9833856821060181,4.401266778586432e-05,0.05215417221188545,0.9829443693161011,0.9838274717330933,0.9998527765274048,0.9823182821273804,0.9815194606781006,0.9815194606781006,0.9815194606781006,0.9815194606781006,0.045592281967401505,0.9637096524238586,1.0
99,0.9988989233970642,0.9865149855613708,0.985624372959137,0.985624372959137,0.985624372959137,0.985624372959137,4.1812032577581704e-05,0.04865265265107155,0.9856244325637817,0.9856244325637817,0.9998992085456848,0.9862475395202637,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.9855669736862183,0.0401272252202034,0.9715447425842285,1.0
